customer_id,customer_gender,customer_age,customer_tenure_days,rfm_frequency,rfm_recency,rfm_monetary,rfm_max_spend,rfm_unique_cats,rfm_avg_views,rfm_rated_ratio,rfm_device_mode,customer_top_1_cat,customer_top_2_cat,customer_top_3_cat,freq_cat_blouse,freq_cat_dress,freq_cat_jacket,freq_cat_jeans,freq_cat_shirt,freq_cat_shoes,freq_cat_skirt,freq_cat_slacks,freq_cat_suit,freq_cat_t-shirt
CUST_0027,female,19,423,6,13,1224.1266666666668,1333.37,2,4.333333333333333,0.0,mobile,dress,blouse,unknown,2,4,0,0,0,0,0,0,0,0
CUST_0028,female,25,344,1,139,1153.01,1153.01,1,8.0,0.0,mobile,skirt,unknown,unknown,0,0,0,0,0,0,1,0,0,0
CUST_0029,unknown,21,417,6,13,1313.8466666666666,1470.94,3,5.5,0.0,mobile,blouse,dress,skirt,3,2,0,0,0,0,1,0,0,0
CUST_0030,unknown,20,80,13,19,1250.6792307692308,1500.0,3,6.230769230769231,0.23076923076923078,mobile,dress,blouse,skirt,2,9,0,0,0,0,2,0,0,0
CUST_0031,female,25,154,6,76,1290.5633333333333,1500.0,3,6.0,0.3333333333333333,mobile,skirt,blouse,dress,1,1,0,0,0,0,4,0,0,0
CUST_0032,unknown,24,257,7,34,1264.032857142857,1370.82,3,5.428571428571429,0.2857142857142857,mobile,blouse,skirt,dress,4,1,0,0,0,0,2,0,0,0
CUST_0033,unknown,20,224,5,62,1322.7459999999999,1500.0,2,4.2,0.0,mobile,skirt,dress,unknown,0,1,0,0,0,0,4,0,0,0
CUST_0034,female,19,515,5,61,1317.808,1500.0,3,4.0,0.2,mobile,skirt,blouse,dress,1,1,0,0,0,0,3,0,0,0
CUST_0035,unknown,22,364,9,96,1305.7822222222223,1447.81,3,5.0,0.1111111111111111,mobile,blouse,skirt,dress,4,2,0,0,0,0,3,0,0,0
CUST_0036,female,26,65,10,27,1258.453,1500.0,3,5.2,0.3,mobile,dress,blouse,skirt,3,5,0,0,0,0,2,0,0,0
CUST_0037,male,29,218,8,55,1283.695,1500.0,3,6.375,0.25,mobile,dress,skirt,blouse,1,4,0,0,0,0,3,0,0,0
CUST_0038,unknown,22,132,8,27,1309.42,1500.0,3,5.625,0.125,desktop,blouse,skirt,dress,5,1,0,0,0,0,2,0,0,0
CUST_0039,unknown,21,311,5,33,1291.776,1447.81,3,6.4,0.4,mobile,skirt,blouse,dress,1,1,0,0,0,0,3,0,0,0
CUST_0040,female,26,37,4,34,1244.3975,1454.15,3,4.25,0.0,mobile,skirt,blouse,dress,1,1,0,0,0,0,2,0,0,0
CUST_0041,female,24,241,5,21,1242.108,1303.73,3,4.8,0.0,mobile,dress,skirt,blouse,1,2,0,0,0,0,2,0,0,0
CUST_0042,unknown,24,609,8,21,1228.9424999999999,1285.25,3,6.0,0.125,mobile,blouse,dress,skirt,4,2,0,0,0,0,2,0,0,0
CUST_0043,unknown,25,128,7,34,1228.472857142857,1340.52,3,5.142857142857143,0.14285714285714285,mobile,dress,blouse,skirt,2,4,0,0,0,0,1,0,0,0
CUST_0044,female,21,180,10,40,1220.8200000000002,1354.36,3,4.2,0.3,mobile,dress,blouse,skirt,1,8,0,0,0,0,1,0,0,0
CUST_0045,female,25,407,8,6,1243.95125,1358.17,2,7.25,0.0,mobile,blouse,dress,unknown,4,4,0,0,0,0,0,0,0,0
CUST_0046,female,25,184,6,53,1305.405,1485.13,2,4.833333333333333,0.5,desktop,blouse,dress,unknown,3,3,0,0,0,0,0,0,0,0
CUST_0047,unknown,19,155,12,39,1205.7991666666667,1447.81,3,5.416666666666667,0.16666666666666666,mobile,dress,blouse,skirt,3,7,0,0,0,0,2,0,0,0
CUST_0048,female,24,236,8,41,1251.54875,1390.9,3,5.375,0.125,mobile,dress,skirt,blouse,1,5,0,0,0,0,2,0,0,0
CUST_0049,unknown,24,117,9,55,1207.9266666666667,1395.08,3,5.666666666666667,0.1111111111111111,mobile,dress,skirt,blouse,1,5,0,0,0,0,3,0,0,0
CUST_0050,unknown,30,258,5,132,1180.6399999999999,1340.31,3,8.2,0.0,desktop,blouse,skirt,dress,2,1,0,0,0,0,2,0,0,0
CUST_0051,female,26,252,4,62,1153.6775,1345.18,2,8.0,0.0,mobile,dress,skirt,unknown,0,2,0,0,0,0,2,0,0,0
CUST_0052,unknown,24,301,13,20,1275.2307692307693,1470.94,3,5.230769230769231,0.3076923076923077,desktop,blouse,skirt,dress,5,3,0,0,0,0,5,0,0,0
CUST_0053,unknown,21,362,4,62,1142.7275,1297.35,2,5.0,0.25,mobile,skirt,blouse,unknown,1,0,0,0,0,0,3,0,0,0
CUST_0054,male,23,179,7,20,1269.8585714285714,1362.76,3,5.571428571428571,0.14285714285714285,mobile,dress,blouse,skirt,2,4,0,0,0,0,1,0,0,0
CUST_0055,unknown,22,561,4,34,1134.925,1187.61,2,4.25,0.0,desktop,skirt,dress,unknown,0,1,0,0,0,0,3,0,0,0
CUST_0056,female,23,213,6,55,1246.4833333333333,1358.17,3,5.333333333333333,0.16666666666666666,mobile,blouse,skirt,dress,3,1,0,0,0,0,2,0,0,0
CUST_0057,female,29,262,12,27,1200.1125,1370.82,3,6.0,0.08333333333333333,mobile,skirt,dress,blouse,3,4,0,0,0,0,5,0,0,0
CUST_0058,unknown,24,60,8,34,1177.94875,1331.48,3,5.5,0.125,mobile,dress,skirt,blouse,1,4,0,0,0,0,3,0,0,0
CUST_0059,unknown,21,157,8,20,1297.62625,1500.0,3,5.375,0.375,mobile,dress,blouse,skirt,2,4,0,0,0,0,2,0,0,0
CUST_0060,female,23,350,4,44,1213.6675,1331.48,2,4.25,0.0,mobile,dress,skirt,unknown,0,3,0,0,0,0,1,0,0,0
CUST_0061,unknown,23,169,5,22,1237.522,1297.35,3,5.0,0.4,mobile,skirt,blouse,dress,1,1,0,0,0,0,3,0,0,0
CUST_0062,male,28,290,8,69,1306.93875,1500.0,3,5.125,0.375,mobile,dress,blouse,skirt,2,4,0,0,0,0,2,0,0,0
CUST_0063,unknown,24,168,6,27,1314.0816666666667,1500.0,3,5.0,0.0,mobile,blouse,dress,skirt,3,2,0,0,0,0,1,0,0,0
CUST_0064,female,25,173,6,63,1276.8566666666666,1500.0,2,6.166666666666667,0.16666666666666666,mobile,dress,skirt,unknown,0,3,0,0,0,0,3,0,0,0
CUST_0065,male,18,273,11,41,1226.9372727272728,1390.9,3,5.7272727272727275,0.18181818181818182,mobile,dress,skirt,blouse,3,4,0,0,0,0,4,0,0,0
CUST_0066,female,27,424,7,19,1236.68,1500.0,3,5.857142857142857,0.0,mobile,blouse,dress,skirt,3,3,0,0,0,0,1,0,0,0
CUST_0067,unknown,24,91,8,18,1217.1125,1354.36,3,5.125,0.375,mobile,blouse,dress,skirt,4,3,0,0,0,0,1,0,0,0
CUST_0068,unknown,18,41,9,41,1155.5655555555556,1358.17,3,5.333333333333333,0.0,mobile,blouse,dress,skirt,4,4,0,0,0,0,1,0,0,0
CUST_0069,unknown,18,31,12,27,1291.2508333333333,1454.15,3,5.75,0.25,mobile,blouse,dress,skirt,5,5,0,0,0,0,2,0,0,0
CUST_0070,unknown,23,43,8,40,1238.94,1454.15,3,5.25,0.125,mobile,skirt,dress,blouse,1,3,0,0,0,0,4,0,0,0
CUST_0071,female,26,188,6,41,1222.475,1325.62,2,5.0,0.0,mobile,dress,skirt,unknown,0,3,0,0,0,0,3,0,0,0
CUST_0072,female,22,164,8,67,1221.46,1390.9,3,4.5,0.0,mobile,dress,blouse,skirt,2,5,0,0,0,0,1,0,0,0
CUST_0073,male,20,227,2,111,1162.4250000000002,1222.38,2,9.5,0.5,mobile,dress,skirt,unknown,0,1,0,0,0,0,1,0,0,0
CUST_0074,unknown,24,219,11,13,1269.2927272727272,1470.94,3,6.0,0.09090909090909091,mobile,skirt,blouse,dress,3,2,0,0,0,0,6,0,0,0
CUST_0075,female,29,317,7,55,1197.4842857142855,1319.54,2,6.142857142857143,0.2857142857142857,mobile,dress,blouse,unknown,2,5,0,0,0,0,0,0,0,0
CUST_0076,unknown,21,8,5,6,1234.964,1387.37,3,5.4,0.2,mobile,dress,blouse,skirt,1,3,0,0,0,0,1,0,0,0
CUST_0077,male,20,317,6,12,1252.8583333333333,1500.0,2,5.833333333333333,0.0,mobile,dress,blouse,unknown,2,4,0,0,0,0,0,0,0,0
CUST_0078,female,26,189,5,80,1198.5880000000002,1274.94,3,6.2,0.2,mobile,dress,skirt,blouse,1,2,0,0,0,0,2,0,0,0
CUST_0079,female,26,84,5,34,1256.6799999999998,1340.31,2,6.2,0.0,mobile,blouse,dress,unknown,4,1,0,0,0,0,0,0,0,0
CUST_0080,female,26,190,6,39,1247.2250000000001,1294.66,3,5.5,0.16666666666666666,mobile,blouse,skirt,dress,3,1,0,0,0,0,2,0,0,0
CUST_0081,female,25,279,6,10,1224.3716666666667,1395.08,2,6.333333333333333,0.3333333333333333,mobile,dress,blouse,unknown,2,4,0,0,0,0,0,0,0,0
CUST_0082,unknown,21,426,3,157,1164.58,1217.54,2,7.0,0.0,mobile,skirt,dress,unknown,0,1,0,0,0,0,2,0,0,0
CUST_0083,female,23,104,5,35,1145.79,1319.54,2,4.6,0.6,mobile,dress,blouse,unknown,2,3,0,0,0,0,0,0,0,0
CUST_0084,female,22,67,5,4,1247.21,1354.36,2,5.4,0.2,mobile,dress,blouse,unknown,2,3,0,0,0,0,0,0,0,0
CUST_0085,unknown,26,330,4,60,1203.1325000000002,1314.16,2,5.25,0.0,mobile,dress,skirt,unknown,0,3,0,0,0,0,1,0,0,0
CUST_0086,female,23,365,4,153,1162.365,1197.3,3,5.25,0.25,mobile,dress,blouse,skirt,1,2,0,0,0,0,1,0,0,0
CUST_0087,female,18,145,7,41,1212.6399999999999,1345.18,3,5.142857142857143,0.2857142857142857,mobile,dress,blouse,skirt,2,3,0,0,0,0,2,0,0,0
CUST_0088,female,29,441,5,12,1215.202,1386.13,2,4.8,0.2,mobile,skirt,dress,unknown,0,2,0,0,0,0,3,0,0,0
CUST_0089,female,24,50,9,48,1208.78,1367.76,3,4.666666666666667,0.1111111111111111,mobile,blouse,dress,skirt,4,3,0,0,0,0,2,0,0,0
CUST_0090,female,27,288,7,34,1203.4428571428573,1454.15,3,5.142857142857143,0.2857142857142857,mobile,dress,blouse,skirt,2,3,0,0,0,0,2,0,0,0
CUST_0091,female,28,196,10,6,1279.321,1500.0,3,5.0,0.0,mobile,dress,blouse,skirt,3,6,0,0,0,0,1,0,0,0
CUST_0092,female,21,360,11,4,1244.8654545454547,1447.81,3,4.636363636363637,0.09090909090909091,mobile,blouse,dress,skirt,5,3,0,0,0,0,3,0,0,0
CUST_0093,unknown,20,315,6,97,1316.8916666666667,1500.0,2,3.5,0.16666666666666666,mobile,dress,skirt,unknown,0,3,0,0,0,0,3,0,0,0
CUST_0094,female,30,461,5,83,1245.684,1390.9,3,4.8,0.0,mobile,blouse,dress,skirt,3,1,0,0,0,0,1,0,0,0
CUST_0095,unknown,22,109,7,48,1190.1242857142856,1500.0,3,4.0,0.2857142857142857,mobile,skirt,blouse,dress,2,2,0,0,0,0,3,0,0,0
CUST_0096,unknown,20,106,10,83,1261.1039999999998,1500.0,2,5.4,0.2,mobile,blouse,skirt,unknown,8,0,0,0,0,0,2,0,0,0
CUST_0097,female,23,203,7,90,1209.5042857142857,1319.54,3,5.857142857142857,0.42857142857142855,mobile,dress,blouse,skirt,1,5,0,0,0,0,1,0,0,0
CUST_0098,female,26,468,10,19,1245.9969999999998,1485.13,3,7.3,0.3,mobile,dress,blouse,skirt,3,4,0,0,0,0,3,0,0,0
CUST_0099,male,27,24,10,20,1233.4850000000001,1367.76,3,4.7,0.3,mobile,dress,blouse,skirt,3,5,0,0,0,0,2,0,0,0
CUST_0100,female,21,665,6,34,1222.1783333333333,1500.0,3,3.5,0.0,mobile,blouse,dress,skirt,4,1,0,0,0,0,1,0,0,0
CUST_0101,unknown,22,449,7,59,1296.7728571428572,1353.99,3,4.857142857142857,0.14285714285714285,mobile,blouse,dress,skirt,4,2,0,0,0,0,1,0,0,0
CUST_0102,unknown,22,86,7,27,1263.097142857143,1447.81,3,5.428571428571429,0.14285714285714285,mobile,blouse,dress,skirt,4,2,0,0,0,0,1,0,0,0
CUST_0103,unknown,21,310,15,34,1227.916,1454.15,3,5.133333333333334,0.2,mobile,dress,blouse,skirt,4,7,0,0,0,0,4,0,0,0
CUST_0104,unknown,22,298,8,6,1263.81125,1470.94,2,5.75,0.25,desktop,blouse,skirt,unknown,6,0,0,0,0,0,2,0,0,0
CUST_0105,female,25,117,4,76,1179.4375,1325.62,2,6.75,0.25,mobile,dress,skirt,unknown,0,2,0,0,0,0,2,0,0,0
CUST_0106,unknown,24,119,4,68,1300.0275000000001,1500.0,2,4.5,0.25,mobile,dress,skirt,unknown,0,2,0,0,0,0,2,0,0,0
CUST_0107,female,27,588,5,25,1298.0439999999999,1500.0,3,3.8,0.0,mobile,dress,skirt,blouse,1,2,0,0,0,0,2,0,0,0
CUST_0108,unknown,22,197,5,13,1239.924,1290.03,3,4.8,0.0,mobile,dress,blouse,skirt,1,3,0,0,0,0,1,0,0,0
CUST_0109,female,25,170,14,46,1258.1421428571427,1500.0,3,5.285714285714286,0.5,mobile,dress,skirt,blouse,4,5,0,0,0,0,5,0,0,0
CUST_0110,unknown,20,236,6,41,1303.2966666666666,1485.13,2,6.5,0.0,mobile,dress,blouse,unknown,2,4,0,0,0,0,0,0,0,0
CUST_0111,male,27,212,11,19,1224.5836363636363,1500.0,3,4.818181818181818,0.09090909090909091,mobile,skirt,dress,blouse,2,3,0,0,0,0,6,0,0,0
CUST_0112,female,24,143,12,6,1265.01,1470.94,3,5.416666666666667,0.08333333333333333,mobile,dress,skirt,blouse,2,7,0,0,0,0,3,0,0,0
CUST_0113,female,25,75,9,42,1253.3522222222223,1367.76,3,4.555555555555555,0.0,mobile,blouse,skirt,dress,4,2,0,0,0,0,3,0,0,0
CUST_0114,female,25,352,2,97,1215.9299999999998,1340.52,2,9.5,0.0,mobile,blouse,skirt,unknown,1,0,0,0,0,0,1,0,0,0
CUST_0115,unknown,18,164,10,64,1245.5610000000001,1362.76,3,6.6,0.1,mobile,dress,skirt,blouse,2,5,0,0,0,0,3,0,0,0
CUST_0116,female,24,405,6,174,1177.8,1333.37,3,6.666666666666667,0.0,mobile,dress,blouse,skirt,2,3,0,0,0,0,1,0,0,0
CUST_0117,female,21,194,6,39,1159.04,1297.35,3,6.0,0.0,mobile,blouse,dress,skirt,4,1,0,0,0,0,1,0,0,0
CUST_0118,female,22,321,10,60,1245.856,1386.13,3,5.7,0.2,mobile,skirt,blouse,dress,3,2,0,0,0,0,5,0,0,0
CUST_0119,unknown,27,188,5,69,1328.6960000000001,1500.0,3,6.0,0.0,mobile,dress,skirt,blouse,1,2,0,0,0,0,2,0,0,0
CUST_0120,female,26,222,7,54,1265.2157142857143,1485.13,3,4.857142857142857,0.14285714285714285,mobile,dress,skirt,blouse,1,3,0,0,0,0,3,0,0,0
CUST_0121,unknown,20,311,7,72,1263.2942857142857,1386.13,3,5.857142857142857,0.14285714285714285,mobile,skirt,blouse,dress,2,2,0,0,0,0,3,0,0,0
CUST_0122,unknown,22,164,9,6,1215.3422222222223,1454.15,3,5.222222222222222,0.3333333333333333,mobile,dress,skirt,blouse,2,4,0,0,0,0,3,0,0,0
CUST_0123,female,27,337,9,41,1223.6888888888889,1390.9,3,5.888888888888889,0.4444444444444444,mobile,skirt,dress,blouse,2,3,0,0,0,0,4,0,0,0
CUST_0124,female,28,360,11,6,1313.5245454545454,1500.0,3,5.090909090909091,0.2727272727272727,mobile,blouse,dress,skirt,5,3,0,0,0,0,3,0,0,0
CUST_0125,unknown,22,34,4,34,1274.615,1304.83,2,4.5,0.5,mobile,blouse,dress,unknown,2,2,0,0,0,0,0,0,0,0
CUST_0126,female,25,425,2,120,1485.47,1500.0,2,6.5,0.5,mobile,dress,skirt,unknown,0,1,0,0,0,0,1,0,0,0
CUST_0127,female,18,432,6,6,1292.035,1500.0,3,5.5,0.16666666666666666,mobile,dress,skirt,blouse,1,3,0,0,0,0,2,0,0,0
CUST_0128,female,19,394,5,87,1274.66,1500.0,3,5.6,0.2,mobile,skirt,blouse,dress,1,1,0,0,0,0,3,0,0,0
CUST_0129,female,24,77,6,62,1158.8866666666665,1255.98,3,5.5,0.16666666666666666,mobile,dress,skirt,blouse,1,3,0,0,0,0,2,0,0,0
CUST_0130,unknown,23,110,12,6,1220.2958333333333,1387.37,3,4.75,0.5,mobile,blouse,dress,skirt,4,4,0,0,0,0,4,0,0,0
CUST_0131,unknown,21,169,12,13,1292.0866666666668,1500.0,3,7.75,0.16666666666666666,mobile,blouse,dress,skirt,6,5,0,0,0,0,1,0,0,0
CUST_0132,unknown,24,209,5,65,1157.56,1284.79,2,6.8,0.0,mobile,skirt,dress,unknown,0,1,0,0,0,0,4,0,0,0
CUST_0133,unknown,24,208,5,90,1208.172,1340.52,3,4.6,0.0,mobile,skirt,blouse,dress,1,1,0,0,0,0,3,0,0,0
CUST_0134,female,24,328,11,63,1243.8627272727272,1447.81,3,7.2727272727272725,0.18181818181818182,mobile,dress,skirt,blouse,2,6,0,0,0,0,3,0,0,0
CUST_0135,female,27,276,3,55,1249.4633333333334,1310.13,3,6.0,0.3333333333333333,desktop,blouse,dress,skirt,1,1,0,0,0,0,1,0,0,0
CUST_0136,female,26,403,8,55,1223.655,1331.48,2,3.875,0.125,mobile,dress,skirt,unknown,0,4,0,0,0,0,4,0,0,0
CUST_0137,unknown,24,244,9,62,1231.78,1367.76,3,6.555555555555555,0.1111111111111111,mobile,dress,skirt,blouse,2,4,0,0,0,0,3,0,0,0
CUST_0138,female,27,344,7,55,1178.8814285714286,1274.94,3,6.714285714285714,0.42857142857142855,mobile,blouse,dress,skirt,3,2,0,0,0,0,2,0,0,0
CUST_0139,male,27,353,10,32,1285.8020000000001,1500.0,3,4.5,0.2,mobile,skirt,blouse,dress,3,1,0,0,0,0,6,0,0,0
CUST_0140,female,26,283,7,69,1218.5257142857142,1345.18,3,5.0,0.0,mobile,dress,blouse,skirt,1,5,0,0,0,0,1,0,0,0
CUST_0141,male,26,209,5,48,1220.42,1285.25,3,5.0,0.2,mobile,blouse,dress,skirt,2,2,0,0,0,0,1,0,0,0
CUST_0142,male,27,319,5,68,1219.154,1367.76,3,6.2,0.0,mobile,blouse,dress,skirt,2,2,0,0,0,0,1,0,0,0
CUST_0143,male,27,191,6,62,1278.8433333333335,1470.94,3,4.666666666666667,0.3333333333333333,mobile,dress,blouse,skirt,2,3,0,0,0,0,1,0,0,0
CUST_0144,female,24,76,13,47,1252.7223076923076,1500.0,3,5.0,0.07692307692307693,mobile,blouse,dress,skirt,5,4,0,0,0,0,4,0,0,0
CUST_0145,female,20,180,3,53,1335.3033333333333,1454.15,2,5.333333333333333,0.3333333333333333,mobile,skirt,blouse,unknown,1,0,0,0,0,0,2,0,0,0
CUST_0146,unknown,21,407,8,6,1263.49,1447.81,3,6.75,0.0,mobile,dress,blouse,skirt,2,5,0,0,0,0,1,0,0,0
CUST_0147,female,28,526,7,35,1220.76,1387.37,3,7.428571428571429,0.2857142857142857,mobile,dress,skirt,blouse,1,4,0,0,0,0,2,0,0,0
CUST_0148,male,29,71,5,5,1200.6779999999999,1297.35,2,6.2,0.0,mobile,dress,blouse,unknown,2,3,0,0,0,0,0,0,0,0
CUST_0149,female,26,310,8,34,1232.64375,1340.68,3,5.75,0.375,mobile,blouse,skirt,dress,3,2,0,0,0,0,3,0,0,0
CUST_0150,female,28,286,5,54,1286.926,1500.0,2,6.6,0.2,mobile,dress,blouse,unknown,2,3,0,0,0,0,0,0,0,0
CUST_0151,unknown,24,96,14,27,1286.84,1470.94,3,4.5,0.35714285714285715,mobile,dress,skirt,blouse,3,6,0,0,0,0,5,0,0,0
CUST_0152,male,24,542,7,27,1235.9642857142858,1340.52,3,5.571428571428571,0.2857142857142857,desktop,dress,skirt,blouse,1,4,0,0,0,0,2,0,0,0
CUST_0153,female,25,555,4,33,1291.73,1362.76,3,6.0,0.0,mobile,blouse,dress,skirt,2,1,0,0,0,0,1,0,0,0
CUST_0154,unknown,22,149,5,76,1277.922,1333.37,2,5.4,0.2,mobile,dress,blouse,unknown,1,4,0,0,0,0,0,0,0,0
CUST_0155,unknown,22,232,2,160,1185.745,1211.16,2,5.0,0.5,mobile,blouse,skirt,unknown,1,0,0,0,0,0,1,0,0,0
CUST_0156,unknown,20,62,7,6,1240.52,1395.08,3,6.0,0.42857142857142855,mobile,dress,skirt,blouse,1,4,0,0,0,0,2,0,0,0
CUST_0157,male,25,305,14,1,1284.2035714285714,1454.15,3,5.571428571428571,0.14285714285714285,mobile,skirt,dress,blouse,2,5,0,0,0,0,7,0,0,0
CUST_0158,female,26,470,8,27,1315.92625,1390.9,3,4.5,0.25,mobile,blouse,dress,skirt,3,3,0,0,0,0,2,0,0,0
CUST_0159,female,25,361,8,38,1255.57375,1447.81,3,4.375,0.25,mobile,blouse,dress,skirt,3,3,0,0,0,0,2,0,0,0
CUST_0160,female,28,193,5,7,1207.686,1270.81,3,5.2,0.4,mobile,blouse,dress,skirt,3,1,0,0,0,0,1,0,0,0
CUST_0161,unknown,24,384,4,6,1195.3899999999999,1386.13,2,7.25,0.5,desktop,skirt,blouse,unknown,1,0,0,0,0,0,3,0,0,0
CUST_0162,unknown,27,258,8,41,1294.125,1500.0,3,6.875,0.125,mobile,dress,blouse,skirt,3,4,0,0,0,0,1,0,0,0
CUST_0163,unknown,19,295,12,20,1275.3833333333334,1500.0,3,5.5,0.25,mobile,dress,blouse,skirt,4,6,0,0,0,0,2,0,0,0
CUST_0164,female,26,354,3,83,1316.58,1370.82,2,6.0,0.3333333333333333,mobile,skirt,blouse,unknown,1,0,0,0,0,0,2,0,0,0
CUST_0165,female,24,312,4,55,1221.4325,1285.25,2,6.25,0.5,desktop,dress,skirt,unknown,0,3,0,0,0,0,1,0,0,0
CUST_0166,unknown,23,290,3,41,1308.8933333333334,1386.13,2,7.333333333333333,0.3333333333333333,mobile,blouse,skirt,unknown,2,0,0,0,0,0,1,0,0,0
CUST_0167,unknown,24,202,7,6,1201.3442857142857,1387.37,2,5.857142857142857,0.14285714285714285,mobile,dress,skirt,unknown,0,5,0,0,0,0,2,0,0,0
CUST_0168,unknown,19,85,7,55,1202.337142857143,1303.73,3,5.285714285714286,0.0,mobile,dress,blouse,skirt,2,3,0,0,0,0,2,0,0,0
CUST_0169,unknown,24,534,10,27,1273.501,1470.94,3,4.6,0.5,mobile,blouse,dress,skirt,4,3,0,0,0,0,3,0,0,0
CUST_0170,unknown,24,224,7,36,1249.6685714285716,1395.08,3,4.142857142857143,0.14285714285714285,mobile,dress,blouse,skirt,2,3,0,0,0,0,2,0,0,0
CUST_0171,unknown,24,201,4,27,1202.7925,1329.66,1,5.0,0.25,mobile,skirt,unknown,unknown,0,0,0,0,0,0,4,0,0,0
CUST_0172,female,25,481,7,34,1279.82,1454.15,2,5.857142857142857,0.14285714285714285,mobile,skirt,dress,unknown,0,3,0,0,0,0,4,0,0,0
